Medicine_ID,Medicine_Name,Main_Ingredients,Used_For,Dosage,Form,Manufacturer,Price,Availability_Status,Expiry_Date,Side_Effects,Approval_Status
AYUR02699,Turmeric-Hot,"Arjuna, Tulsi",Acidity,1 tablet twice daily,Capsule,Swasthya Remedies,276.71,In Stock,2029-12-05,None,Under Review
AYUR18586,Neem-Democratic,"Amla, Brahmi",Acidity,2 capsules once daily,Oil,AyurHealth Ltd.,295.98,Out of Stock,2027-06-15,Drowsiness,Under Review
AYUR10511,Shatavari-Several,"Turmeric, Shatavari, Licorice, Amla",Acidity,1 tablet twice daily,Oil,Divya Herbal,314.1,In Stock,2026-04-18,None,Approved
AYUR09904,Brahmi-Cost,"Tulsi, Arjuna, Licorice, Brahmi",Acidity,1 spoon after meal,Powder,NatureRoot Medics,212.99,In Stock,2029-06-11,Drowsiness,Under Review
AYUR16352,Licorice-For,"Brahmi, Arjuna, Ashwagandha, Triphala",Acidity,1 spoon after meal,Oil,OrganicVeda,382.14,In Stock,2028-11-17,Drowsiness,Approved
AYUR15076,Guggul-American,"Brahmi, Arjuna",Acidity,1 spoon after meal,Capsule,VedicLife Pharma,323.14,In Stock,2027-06-05,Allergic Reaction,Under Review
AYUR11253,Tulsi-Eye,"Shatavari, Pippali, Arjuna, Turmeric",Acidity,2 capsules once daily,Oil,NatureRoot Medics,108.97,In Stock,2030-06-19,Allergic Reaction,Under Review
AYUR02350,Guduchi-For,"Licorice, Ashwagandha, Neem",Acidity,2 capsules once daily,Tablet,VedicLife Pharma,177.16,Out of Stock,2028-09-10,Allergic Reaction,Under Review
AYUR02841,Turmeric-Father,"Guduchi, Tulsi, Brahmi, Turmeric",Acidity,5 ml twice daily,Tablet,Ayurveda Bliss,121.68,Out of Stock,2029-10-21,Nausea,Under Review
AYUR19925,Guggul-Trial,"Arjuna, Shatavari, Licorice, Triphala",Acidity,1 tablet twice daily,Tablet,NatureRoot Medics,418.87,Out of Stock,2026-02-15,Headache,Under Review
AYUR13631,Turmeric-Authority,"Ashwagandha, Guduchi, Shatavari, Neem",Acidity,1 tablet twice daily,Capsule,OrganicVeda,342.95,In Stock,2027-03-19,Allergic Reaction,Approved
AYUR03720,Guduchi-Until,"Pippali, Giloy, Licorice",Acidity,5 ml twice daily,Powder,AyurHealth Ltd.,466.73,Out of Stock,2030-03-28,Headache,Under Review
AYUR10454,Shatavari-Spring,"Guggul, Pippali, Amla, Brahmi",Acidity,1 spoon after meal,Capsule,Swasthya Remedies,120.01,Out of Stock,2026-04-13,None,Under Review
AYUR14070,Pippali-Word,"Giloy, Licorice",Acidity,Apply externally once a day,Tablet,OrganicVeda,398.07,Out of Stock,2027-07-08,None,Under Review
AYUR12058,Neem-Just,"Amla, Triphala",Acidity,2 capsules once daily,Tablet,NatureRoot Medics,360.94,In Stock,2028-05-18,Allergic Reaction,Under Review
AYUR11980,Guduchi-Analysis,"Arjuna, Brahmi, Guggul",Acidity,2 capsules once daily,Oil,VedicLife Pharma,225.68,Out of Stock,2027-09-15,Headache,Approved
AYUR13966,Amla-Exactly,"Giloy, Neem, Ashwagandha, Amla",Acidity,1 spoon after meal,Oil,Divya Herbal,498.84,Out of Stock,2027-10-25,Headache,Approved
AYUR03050,Licorice-Hot,"Guggul, Brahmi, Amla, Turmeric",Acidity,Apply externally once a day,Tablet,AyurHealth Ltd.,202.6,Out of Stock,2030-01-20,None,Under Review
AYUR02686,Arjuna-Describe,"Amla, Shatavari, Neem",Acidity,2 capsules once daily,Syrup,HerbalCure Labs,92.43,In Stock,2027-08-18,Allergic Reaction,Approved
AYUR15533,Neem-Source,"Triphala, Guduchi",Acidity,1 tablet twice daily,Capsule,HerbalCure Labs,485.3,In Stock,2029-07-12,Drowsiness,Approved
AYUR08824,Licorice-Five,"Guggul, Turmeric",Acidity,1 tablet twice daily,Powder,Swasthya Remedies,283.66,In Stock,2027-11-14,Nausea,Under Review
AYUR02739,Turmeric-Friend,"Tulsi, Shatavari, Neem, Turmeric",Acidity,1 tablet twice daily,Tablet,OrganicVeda,216.31,Out of Stock,2028-10-04,None,Under Review
AYUR05809,Amla-Apply,"Arjuna, Guggul, Licorice, Shatavari",Acidity,1 tablet twice daily,Capsule,NatureRoot Medics,346.03,Out of Stock,2029-04-11,Allergic Reaction,Approved
AYUR13457,Giloy-Send,"Licorice, Ashwagandha, Pippali",Acidity,Apply externally once a day,Syrup,Swasthya Remedies,497.85,Out of Stock,2027-10-22,None,Approved
AYUR01746,Ashwagandha-Billion,"Guggul, Shatavari, Tulsi, Pippali",Acidity,Apply externally once a day,Powder,NatureRoot Medics,314.49,Out of Stock,2028-03-06,None,Under Review
AYUR16831,Amla-Leg,"Amla, Turmeric, Pippali, Brahmi",Acidity,1 tablet twice daily,Powder,OrganicVeda,77.86,Out of Stock,2027-07-07,Drowsiness,Under Review
AYUR04050,Triphala-Your,"Shatavari, Guduchi",Acidity,1 tablet twice daily,Powder,HerbalCure Labs,482.34,In Stock,2027-08-11,None,Under Review
AYUR15142,Turmeric-Cut,"Arjuna, Ashwagandha, Neem, Triphala",Acidity,Apply externally once a day,Syrup,Swasthya Remedies,187.61,In Stock,2027-07-25,Drowsiness,Approved
AYUR17203,Neem-Scene,"Amla, Brahmi",Acidity,Apply externally once a day,Capsule,NatureRoot Medics,472.65,Out of Stock,2028-02-06,Nausea,Approved
AYUR17751,Triphala-Guess,"Amla, Giloy",Acidity,2 capsules once daily,Tablet,Ayurveda Bliss,372.7,In Stock,2027-04-13,Nausea,Under Review
AYUR19315,Shatavari-State,"Tulsi, Guduchi",Acidity,1 spoon after meal,Oil,Ayurveda Bliss,421.31,Out of Stock,2029-03-12,None,Under Review
AYUR14130,Guduchi-From,"Shatavari, Triphala, Amla, Neem",Acidity,2 capsules once daily,Syrup,AyurHealth Ltd.,431.81,Out of Stock,2030-04-10,Allergic Reaction,Under Review
AYUR09680,Licorice-Tree,"Amla, Arjuna, Giloy, Triphala",Acidity,1 tablet twice daily,Tablet,HerbalCure Labs,475.38,Out of Stock,2028-09-22,None,Approved
AYUR15000,Ashwagandha-While,"Tulsi, Ashwagandha, Guggul, Amla",Acidity,1 tablet twice daily,Powder,VedicLife Pharma,214.04,Out of Stock,2026-04-08,Allergic Reaction,Under Review
AYUR19263,Triphala-Treat,"Tulsi, Giloy, Licorice, Arjuna",Acidity,1 spoon after meal,Powder,Divya Herbal,296.29,In Stock,2028-04-11,Drowsiness,Approved
AYUR11657,Amla-Data,"Guduchi, Shatavari, Turmeric, Neem",Acidity,2 capsules once daily,Capsule,HerbalCure Labs,133.35,Out of Stock,2028-05-07,Headache,Under Review
AYUR12145,Neem-Day,"Neem, Turmeric, Triphala",Acidity,1 tablet twice daily,Powder,OrganicVeda,445.34,Out of Stock,2026-01-29,Drowsiness,Under Review
AYUR00530,Ashwagandha-Fill,"Licorice, Giloy, Tulsi, Triphala",Acidity,1 spoon after meal,Tablet,Swasthya Remedies,111.12,Out of Stock,2029-01-23,Allergic Reaction,Under Review
AYUR07700,Ashwagandha-Technology,"Pippali, Tulsi, Brahmi",Acidity,5 ml twice daily,Tablet,OrganicVeda,449.76,In Stock,2026-06-22,Allergic Reaction,Approved
AYUR13139,Tulsi-Pattern,"Arjuna, Turmeric, Neem",Acidity,1 spoon after meal,Syrup,Divya Herbal,376.4,In Stock,2028-07-13,None,Approved
AYUR15086,Triphala-Body,"Ashwagandha, Giloy, Triphala, Neem",Acidity,1 tablet twice daily,Capsule,AyurHealth Ltd.,367.72,Out of Stock,2028-10-11,Headache,Under Review
AYUR07902,Arjuna-Official,"Turmeric, Ashwagandha, Guggul",Acidity,1 tablet twice daily,Tablet,Ayurveda Bliss,283.04,In Stock,2030-04-16,None,Under Review
AYUR05164,Tulsi-Value,"Turmeric, Brahmi, Tulsi",Acidity,1 tablet twice daily,Powder,HerbalCure Labs,438,In Stock,2027-09-10,None,Under Review
AYUR19002,Tulsi-Plan,"Triphala, Ashwagandha",Acidity,Apply externally once a day,Tablet,HerbalCure Labs,389.94,Out of Stock,2030-05-18,Drowsiness,Approved
AYUR03516,Ashwagandha-Happy,"Neem, Arjuna, Pippali, Guduchi",Acidity,2 capsules once daily,Powder,OrganicVeda,310.05,Out of Stock,2030-04-27,None,Approved
AYUR16581,Neem-Approach,"Shatavari, Neem",Acidity,Apply externally once a day,Powder,NatureRoot Medics,439.57,In Stock,2029-08-23,Drowsiness,Under Review
AYUR09239,Pippali-Prepare,"Shatavari, Neem",Acidity,5 ml twice daily,Syrup,AyurHealth Ltd.,259.85,In Stock,2028-02-18,Drowsiness,Approved
AYUR15601,Tulsi-Discover,"Guduchi, Amla, Giloy",Acidity,1 spoon after meal,Syrup,HerbalCure Labs,164.86,In Stock,2029-11-26,None,Approved
AYUR17263,Licorice-Need,"Guduchi, Tulsi, Turmeric, Brahmi",Acidity,5 ml twice daily,Syrup,VedicLife Pharma,314.75,Out of Stock,2029-07-01,None,Under Review
AYUR08785,Turmeric-Recent,"Triphala, Guggul, Turmeric",Acidity,5 ml twice daily,Syrup,OrganicVeda,381.92,Out of Stock,2027-08-18,Allergic Reaction,Approved
AYUR16880,Pippali-Age,"Tulsi, Giloy",Acidity,1 tablet twice daily,Syrup,NatureRoot Medics,398.9,In Stock,2028-07-14,None,Under Review
AYUR03420,Amla-Cell,"Guduchi, Guggul",Acidity,Apply externally once a day,Syrup,OrganicVeda,468.95,In Stock,2027-12-22,None,Under Review
AYUR13971,Pippali-But,"Amla, Giloy",Acidity,1 spoon after meal,Syrup,VedicLife Pharma,463.37,In Stock,2026-10-18,Allergic Reaction,Under Review
AYUR12853,Shatavari-Discussion,"Giloy, Neem",Acidity,Apply externally once a day,Powder,Swasthya Remedies,315.06,In Stock,2027-10-06,None,Approved
AYUR16287,Tulsi-Green,"Neem, Pippali, Giloy",Acidity,5 ml twice daily,Capsule,Swasthya Remedies,351.12,Out of Stock,2026-12-21,Allergic Reaction,Under Review
AYUR00793,Shatavari-General,"Licorice, Turmeric, Shatavari",Acidity,2 capsules once daily,Oil,Ayurveda Bliss,481.04,In Stock,2028-05-12,Drowsiness,Under Review
AYUR16268,Guggul-Seat,"Turmeric, Guduchi",Acidity,1 tablet twice daily,Syrup,AyurHealth Ltd.,58.2,In Stock,2028-07-02,Drowsiness,Approved
AYUR10071,Giloy-Machine,"Pippali, Amla",Acidity,Apply externally once a day,Tablet,VedicLife Pharma,103.94,Out of Stock,2030-03-19,Nausea,Under Review
AYUR14068,Neem-Authority,"Turmeric, Brahmi, Tulsi, Ashwagandha",Acidity,1 spoon after meal,Syrup,Swasthya Remedies,472.57,In Stock,2026-05-13,Headache,Under Review
AYUR06491,Turmeric-Most,"Amla, Pippali, Neem",Acidity,1 spoon after meal,Capsule,OrganicVeda,405.57,Out of Stock,2028-06-03,Nausea,Approved
AYUR04084,Amla-Lay,"Guduchi, Ashwagandha, Pippali",Acidity,1 spoon after meal,Oil,AyurHealth Ltd.,134.41,In Stock,2028-02-13,Headache,Under Review
AYUR18092,Ashwagandha-One,"Licorice, Turmeric, Guggul",Acidity,Apply externally once a day,Capsule,HerbalCure Labs,285.34,In Stock,2027-03-30,Drowsiness,Approved
AYUR10471,Guduchi-Too,"Arjuna, Licorice, Brahmi",Acidity,2 capsules once daily,Tablet,AyurHealth Ltd.,245.38,Out of Stock,2027-01-17,Drowsiness,Under Review
AYUR13938,Ashwagandha-Question,"Guggul, Pippali, Giloy, Shatavari",Acidity,5 ml twice daily,Tablet,Ayurveda Bliss,334.89,Out of Stock,2026-08-24,Allergic Reaction,Approved
AYUR06202,Tulsi-Occur,"Guggul, Ashwagandha, Pippali",Acidity,1 tablet twice daily,Capsule,HerbalCure Labs,389.97,Out of Stock,2029-12-26,Drowsiness,Approved
AYUR12758,Guduchi-You,"Tulsi, Licorice",Acidity,1 spoon after meal,Tablet,AyurHealth Ltd.,392.4,Out of Stock,2027-07-19,Nausea,Approved
AYUR07065,Amla-Director,"Pippali, Shatavari, Tulsi",Acidity,5 ml twice daily,Capsule,NatureRoot Medics,281.47,Out of Stock,2028-04-04,Allergic Reaction,Under Review
AYUR09923,Tulsi-Voice,"Amla, Arjuna, Guduchi",Acidity,1 tablet twice daily,Capsule,NatureRoot Medics,403.83,In Stock,2030-07-06,Drowsiness,Approved
AYUR00181,Guggul-Cut,"Tulsi, Amla",Acidity,1 tablet twice daily,Tablet,Swasthya Remedies,293.56,In Stock,2028-02-08,None,Approved
AYUR14788,Ashwagandha-Very,"Giloy, Turmeric, Arjuna",Acidity,2 capsules once daily,Powder,Swasthya Remedies,242.32,In Stock,2028-09-11,Nausea,Approved
AYUR03565,Turmeric-Rock,"Pippali, Giloy, Licorice, Neem",Acidity,1 tablet twice daily,Oil,VedicLife Pharma,372.65,In Stock,2028-11-22,Drowsiness,Approved
AYUR04764,Ashwagandha-Believe,"Neem, Arjuna",Acidity,2 capsules once daily,Syrup,VedicLife Pharma,245.73,In Stock,2029-02-04,None,Approved
AYUR05475,Amla-Even,"Amla, Triphala, Giloy, Pippali",Acidity,1 spoon after meal,Tablet,Divya Herbal,456.64,In Stock,2030-02-18,Nausea,Under Review
AYUR10781,Turmeric-Edge,"Tulsi, Ashwagandha, Guggul, Guduchi",Acidity,2 capsules once daily,Oil,VedicLife Pharma,459.05,Out of Stock,2027-02-20,Allergic Reaction,Approved
AYUR14613,Brahmi-Month,"Ashwagandha, Turmeric, Neem, Brahmi",Acidity,1 tablet twice daily,Powder,Divya Herbal,474.11,Out of Stock,2027-10-01,Nausea,Approved
AYUR05332,Amla-Economy,"Tulsi, Brahmi",Acidity,1 spoon after meal,Oil,AyurHealth Ltd.,477.34,Out of Stock,2026-04-06,None,Under Review
AYUR09807,Neem-Affect,"Amla, Shatavari",Acidity,2 capsules once daily,Oil,Ayurveda Bliss,110,In Stock,2028-11-22,Nausea,Under Review
AYUR03799,Licorice-Only,"Tulsi, Guduchi, Arjuna",Acidity,1 spoon after meal,Oil,Ayurveda Bliss,198.98,Out of Stock,2030-05-13,Allergic Reaction,Under Review
AYUR11500,Triphala-Someone,"Tulsi, Pippali, Arjuna",Acidity,2 capsules once daily,Syrup,OrganicVeda,253.09,In Stock,2027-11-18,None,Under Review
AYUR01897,Pippali-Magazine,"Amla, Guduchi",Acidity,1 spoon after meal,Powder,AyurHealth Ltd.,457.44,Out of Stock,2027-01-06,Headache,Approved
AYUR10042,Turmeric-Trial,"Guggul, Licorice, Brahmi",Acidity,5 ml twice daily,Tablet,HerbalCure Labs,449.5,Out of Stock,2029-10-22,Drowsiness,Under Review
AYUR05591,Pippali-Learn,"Turmeric, Amla, Brahmi",Acidity,5 ml twice daily,Capsule,VedicLife Pharma,214.97,Out of Stock,2029-05-16,Allergic Reaction,Approved
AYUR05097,Guduchi-Raise,"Triphala, Guggul",Acidity,1 tablet twice daily,Tablet,Ayurveda Bliss,111.59,Out of Stock,2029-08-25,None,Under Review
AYUR12306,Arjuna-Main,"Shatavari, Neem, Licorice",Acidity,1 tablet twice daily,Oil,Divya Herbal,245.09,In Stock,2027-05-16,Allergic Reaction,Approved
AYUR07449,Neem-Easy,"Turmeric, Giloy, Brahmi, Guduchi",Acidity,2 capsules once daily,Powder,HerbalCure Labs,387.31,In Stock,2026-06-05,Headache,Approved
AYUR17077,Turmeric-Third,"Giloy, Brahmi",Acidity,2 capsules once daily,Capsule,Divya Herbal,175.72,In Stock,2027-07-11,None,Under Review
AYUR05800,Licorice-Attack,"Guduchi, Giloy, Ashwagandha, Tulsi",Acidity,2 capsules once daily,Capsule,Ayurveda Bliss,115.68,Out of Stock,2028-09-16,Allergic Reaction,Under Review
AYUR14538,Brahmi-Pm,"Triphala, Ashwagandha, Pippali, Tulsi",Acidity,2 capsules once daily,Oil,VedicLife Pharma,124.47,Out of Stock,2028-10-17,Allergic Reaction,Approved
AYUR05255,Triphala-Material,"Tulsi, Ashwagandha, Arjuna, Guggul",Acidity,1 spoon after meal,Syrup,VedicLife Pharma,459.05,In Stock,2029-09-02,Nausea,Approved
AYUR11293,Pippali-Risk,"Ashwagandha, Guduchi",Acidity,1 tablet twice daily,Powder,Divya Herbal,109.02,In Stock,2027-04-12,Nausea,Under Review
AYUR15644,Ashwagandha-Develop,"Amla, Ashwagandha",Acidity,Apply externally once a day,Syrup,Ayurveda Bliss,78.52,In Stock,2029-07-15,Allergic Reaction,Under Review
AYUR08789,Ashwagandha-Require,"Neem, Pippali, Giloy",Acidity,2 capsules once daily,Powder,HerbalCure Labs,77.26,In Stock,2026-06-03,Headache,Approved
AYUR07418,Guggul-Physical,"Amla, Guduchi, Arjuna",Acidity,1 spoon after meal,Syrup,NatureRoot Medics,331.64,In Stock,2027-02-26,Headache,Approved
AYUR10713,Giloy-Measure,"Arjuna, Tulsi",Acidity,1 spoon after meal,Powder,OrganicVeda,331.34,In Stock,2029-12-08,None,Under Review
AYUR02360,Guggul-Compare,"Guggul, Brahmi",Acidity,1 tablet twice daily,Powder,Divya Herbal,449.31,In Stock,2027-09-19,Allergic Reaction,Approved
AYUR02102,Turmeric-She,"Guggul, Shatavari, Brahmi",Acidity,5 ml twice daily,Capsule,Divya Herbal,403.6,In Stock,2029-04-12,Allergic Reaction,Approved
AYUR09458,Licorice-Hospital,"Guduchi, Brahmi",Acidity,Apply externally once a day,Syrup,VedicLife Pharma,400.81,Out of Stock,2028-12-13,Headache,Approved
AYUR06372,Shatavari-Town,"Giloy, Guduchi",Acidity,5 ml twice daily,Tablet,HerbalCure Labs,236.65,In Stock,2028-04-27,Drowsiness,Approved
AYUR07660,Turmeric-Laugh,"Giloy, Guduchi, Ashwagandha, Shatavari",Acidity,5 ml twice daily,Tablet,NatureRoot Medics,455.58,Out of Stock,2030-06-18,Allergic Reaction,Under Review
AYUR13824,Giloy-Must,"Turmeric, Tulsi, Licorice, Arjuna",Acidity,1 spoon after meal,Oil,Ayurveda Bliss,480.52,Out of Stock,2029-10-02,Drowsiness,Under Review
AYUR05831,Guduchi-Notice,"Turmeric, Ashwagandha",Acidity,Apply externally once a day,Powder,AyurHealth Ltd.,228.79,In Stock,2026-08-19,Drowsiness,Under Review
AYUR12939,Pippali-Peace,"Arjuna, Tulsi",Acidity,1 spoon after meal,Powder,AyurHealth Ltd.,358.3,Out of Stock,2028-08-17,None,Under Review
AYUR04498,Licorice-Important,"Turmeric, Brahmi, Ashwagandha, Amla",Acidity,2 capsules once daily,Powder,Divya Herbal,331.83,In Stock,2029-08-15,Drowsiness,Under Review
AYUR00260,Giloy-Manage,"Guggul, Pippali, Licorice, Ashwagandha",Acidity,1 tablet twice daily,Tablet,Divya Herbal,380.93,Out of Stock,2028-09-24,Nausea,Under Review
AYUR09029,Neem-About,"Guduchi, Amla, Ashwagandha, Triphala",Acidity,2 capsules once daily,Syrup,Divya Herbal,418.15,Out of Stock,2027-03-08,Headache,Under Review
AYUR19720,Licorice-Exactly,"Brahmi, Tulsi, Guggul",Acidity,5 ml twice daily,Tablet,NatureRoot Medics,491.17,Out of Stock,2028-01-21,Drowsiness,Under Review
AYUR04038,Pippali-Film,"Guggul, Giloy",Acidity,1 spoon after meal,Tablet,NatureRoot Medics,251.37,In Stock,2029-01-02,Drowsiness,Approved
AYUR00687,Ashwagandha-Thing,"Triphala, Neem",Acidity,Apply externally once a day,Capsule,Divya Herbal,75.02,Out of Stock,2029-03-13,Allergic Reaction,Approved
AYUR04493,Shatavari-Year,"Turmeric, Guduchi, Arjuna, Brahmi",Acidity,1 tablet twice daily,Oil,AyurHealth Ltd.,227.39,Out of Stock,2027-01-21,Drowsiness,Under Review
AYUR11144,Shatavari-History,"Ashwagandha, Amla",Acidity,Apply externally once a day,Tablet,OrganicVeda,239.49,Out of Stock,2027-11-21,Nausea,Approved
AYUR16364,Giloy-Paper,"Turmeric, Triphala, Pippali, Licorice",Acidity,Apply externally once a day,Syrup,VedicLife Pharma,456.1,In Stock,2028-10-18,Drowsiness,Approved
AYUR17722,Licorice-Notice,"Ashwagandha, Licorice",Acidity,2 capsules once daily,Powder,Swasthya Remedies,408.46,In Stock,2029-08-29,Drowsiness,Under Review
AYUR11959,Giloy-Manager,"Turmeric, Brahmi, Arjuna",Acidity,5 ml twice daily,Tablet,OrganicVeda,267.17,In Stock,2027-04-22,Drowsiness,Approved
AYUR06772,Tulsi-Close,"Guduchi, Giloy",Acidity,5 ml twice daily,Oil,VedicLife Pharma,189.29,Out of Stock,2029-12-21,Nausea,Under Review
AYUR06420,Tulsi-Provide,"Triphala, Turmeric, Ashwagandha, Shatavari",Acidity,2 capsules once daily,Tablet,HerbalCure Labs,78.68,Out of Stock,2027-04-30,Nausea,Approved
AYUR00519,Pippali-Itself,"Neem, Arjuna",Acidity,2 capsules once daily,Tablet,Divya Herbal,214.39,Out of Stock,2028-02-15,Allergic Reaction,Under Review
AYUR01519,Tulsi-Help,"Ashwagandha, Guggul, Brahmi, Giloy",Acidity,5 ml twice daily,Oil,Divya Herbal,349.76,In Stock,2028-02-09,Headache,Approved
AYUR09050,Licorice-Six,"Pippali, Guduchi",Acidity,1 spoon after meal,Tablet,Divya Herbal,363.73,In Stock,2029-05-07,Headache,Under Review
AYUR07860,Triphala-But,"Neem, Licorice",Acidity,Apply externally once a day,Capsule,Divya Herbal,480.81,In Stock,2028-08-11,None,Approved
AYUR11800,Triphala-Region,"Licorice, Guduchi, Ashwagandha",Acidity,5 ml twice daily,Powder,AyurHealth Ltd.,428.01,Out of Stock,2026-07-19,Drowsiness,Under Review
AYUR00577,Guduchi-Realize,"Shatavari, Triphala, Ashwagandha",Acidity,2 capsules once daily,Syrup,VedicLife Pharma,166.6,In Stock,2026-03-31,Nausea,Under Review
AYUR00999,Licorice-The,"Arjuna, Turmeric, Amla",Acidity,1 spoon after meal,Capsule,HerbalCure Labs,150.73,Out of Stock,2029-06-10,Drowsiness,Approved
AYUR06377,Pippali-Stuff,"Ashwagandha, Licorice",Acidity,1 tablet twice daily,Capsule,Swasthya Remedies,478.09,In Stock,2028-01-23,Drowsiness,Approved
AYUR19605,Guduchi-Agreement,"Licorice, Brahmi",Acidity,2 capsules once daily,Powder,AyurHealth Ltd.,142.07,In Stock,2028-02-26,Drowsiness,Approved
AYUR01529,Pippali-They,"Triphala, Amla",Acidity,2 capsules once daily,Oil,VedicLife Pharma,396.35,Out of Stock,2027-03-13,None,Under Review
AYUR14686,Neem-Painting,"Arjuna, Amla, Triphala, Brahmi",Acidity,Apply externally once a day,Tablet,VedicLife Pharma,86.41,In Stock,2030-05-30,Allergic Reaction,Under Review
AYUR15929,Ashwagandha-Push,"Shatavari, Tulsi, Guggul, Giloy",Acidity,2 capsules once daily,Capsule,Divya Herbal,84.06,In Stock,2030-04-14,Nausea,Under Review
AYUR15915,Guggul-Practice,"Guggul, Brahmi, Neem, Licorice",Acidity,Apply externally once a day,Powder,HerbalCure Labs,98.62,Out of Stock,2028-01-06,Drowsiness,Under Review
AYUR19753,Amla-Leg,"Amla, Pippali, Guduchi, Turmeric",Acidity,5 ml twice daily,Powder,Ayurveda Bliss,425.2,In Stock,2028-09-02,Drowsiness,Approved
AYUR13756,Brahmi-Heavy,"Guggul, Giloy, Brahmi",Acidity,Apply externally once a day,Syrup,VedicLife Pharma,178.18,In Stock,2028-08-30,Drowsiness,Approved
AYUR14891,Amla-Catch,"Shatavari, Amla, Triphala, Brahmi",Acidity,2 capsules once daily,Capsule,AyurHealth Ltd.,453,Out of Stock,2026-04-17,None,Approved
AYUR02555,Brahmi-Play,"Pippali, Guggul, Tulsi, Licorice",Acidity,2 capsules once daily,Oil,OrganicVeda,110.4,Out of Stock,2026-11-29,Allergic Reaction,Under Review
AYUR12728,Ashwagandha-Level,"Brahmi, Amla, Triphala, Pippali",Acidity,Apply externally once a day,Capsule,VedicLife Pharma,299.4,Out of Stock,2027-11-03,None,Approved
AYUR00359,Arjuna-Bank,"Turmeric, Brahmi",Acidity,1 tablet twice daily,Capsule,NatureRoot Medics,487.97,In Stock,2028-09-25,Nausea,Approved
AYUR02792,Giloy-Culture,"Guggul, Licorice, Amla, Triphala",Acidity,2 capsules once daily,Capsule,NatureRoot Medics,107.76,In Stock,2026-11-18,Nausea,Approved
AYUR16702,Pippali-Wall,"Licorice, Tulsi, Neem, Guggul",Acidity,Apply externally once a day,Tablet,NatureRoot Medics,437.73,Out of Stock,2030-06-20,Nausea,Under Review
AYUR07795,Guggul-Record,"Pippali, Giloy",Acidity,1 spoon after meal,Oil,OrganicVeda,63.88,In Stock,2029-12-08,None,Approved
AYUR12680,Neem-Must,"Ashwagandha, Arjuna",Acidity,2 capsules once daily,Powder,NatureRoot Medics,285.5,Out of Stock,2026-07-10,Allergic Reaction,Under Review
AYUR18331,Giloy-Develop,"Shatavari, Giloy",Acidity,2 capsules once daily,Powder,HerbalCure Labs,373.92,In Stock,2028-08-12,Drowsiness,Approved
AYUR04662,Ashwagandha-Central,"Triphala, Giloy, Tulsi",Acidity,2 capsules once daily,Syrup,OrganicVeda,179.16,In Stock,2027-08-30,None,Under Review
